list_entry,review_status,bowl_barrow_identity,single_monument,upstanding_earthwork,geometry_qa,terrain_coverage,terrain_provenance,geographic_group_id,exclusion_reason,evidence_codes,reviewer_notes,review_date,source_access_date,source_last_edit_at,capture_scale,terrain_year,source_resolution_m,survey_program,second_review_required
1019320,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1016529,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1021315,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,true
1017347,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1009315,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1011151,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1014947,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1009008,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N1,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1009457,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1009428,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,true
1016652,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,false
1007739,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1009432,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,false
1013459,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1016165,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E1_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1007330,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N2,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1010281,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1011976,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2016,0.5,EA Composite source survey,false
1007786,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1016073,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E3_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1004470,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E2_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1008398,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1021126,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2017,1,National LIDAR Programme,false
1007352,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011164,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007577,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
